,,DELAY_YES,DELAY_NO,TOTAL,DELAY_TO_NO_DELAY_RATIO,DELAY_PROB,DelayScore
EAR,11,7.0,44.0,51.0,0.1590909090909091,0.13725490196078433,2
EAU,11,12.0,44.0,56.0,0.2727272727272727,0.21428571428571427,4
ECP,11,71.0,273.0,344.0,0.2600732600732601,0.2063953488372093,4
EGE,11,14.0,49.0,63.0,0.2857142857142857,0.2222222222222222,5
ELP,11,215.0,943.0,1158.0,0.22799575821845175,0.18566493955094993,3
ERI,11,20.0,67.0,87.0,0.29850746268656714,0.22988505747126436,5
ESC,11,14.0,37.0,51.0,0.3783783783783784,0.27450980392156865,5
EUG,11,69.0,223.0,292.0,0.3094170403587444,0.2363013698630137,5
EVV,11,73.0,282.0,355.0,0.25886524822695034,0.2056338028169014,4
EWN,11,37.0,155.0,192.0,0.23870967741935484,0.19270833333333334,4
EWR,11,1869.0,3904.0,5773.0,0.47873975409836067,0.3237484843235753,5
EYW,11,43.0,187.0,230.0,0.22994652406417113,0.18695652173913044,3
FAI,11,16.0,113.0,129.0,0.1415929203539823,0.12403100775193798,2
FAR,11,68.0,369.0,437.0,0.1842818428184282,0.15560640732265446,2
FAT,11,130.0,677.0,807.0,0.19202363367799113,0.161090458488228,3
FAY,11,53.0,264.0,317.0,0.20075757575757575,0.167192429022082,3
FCA,11,4.0,34.0,38.0,0.11764705882352941,0.10526315789473684,2
FLG,11,11.0,69.0,80.0,0.15942028985507245,0.1375,2
FLL,11,1086.0,3536.0,4622.0,0.3071266968325792,0.23496321938554737,5
FNT,11,42.0,195.0,237.0,0.2153846153846154,0.17721518987341772,3
FSD,11,151.0,419.0,570.0,0.360381861575179,0.2649122807017544,5
FSM,11,38.0,124.0,162.0,0.3064516129032258,0.2345679012345679,5
FWA,11,109.0,423.0,532.0,0.2576832151300236,0.20488721804511278,4
GCC,11,16.0,42.0,58.0,0.38095238095238093,0.27586206896551724,5
GCK,11,11.0,46.0,57.0,0.2391304347826087,0.19298245614035087,4
GEG,11,135.0,594.0,729.0,0.22727272727272727,0.18518518518518517,3
GFK,11,23.0,156.0,179.0,0.14743589743589744,0.12849162011173185,2
GGG,11,8.0,67.0,75.0,0.11940298507462686,0.10666666666666667,2
GJT,11,27.0,192.0,219.0,0.140625,0.1232876712328767,2
GNV,11,75.0,253.0,328.0,0.2964426877470356,0.22865853658536586,5
GPT,11,58.0,265.0,323.0,0.2188679245283019,0.17956656346749225,3
GRB,11,77.0,367.0,444.0,0.2098092643051771,0.17342342342342343,3
GRI,11,13.0,64.0,77.0,0.203125,0.16883116883116883,3
GRK,11,46.0,200.0,246.0,0.23,0.18699186991869918,4
GRR,11,277.0,1116.0,1393.0,0.2482078853046595,0.19885139985642497,4
GSO,11,214.0,809.0,1023.0,0.26452410383189123,0.20918866080156404,4
GSP,11,240.0,898.0,1138.0,0.267260579064588,0.210896309314587,4
GTF,11,14.0,57.0,71.0,0.24561403508771928,0.19718309859154928,4
GTR,11,19.0,65.0,84.0,0.2923076923076923,0.2261904761904762,5
HDN,11,,2.0,,,,5
HHH,11,8.0,77.0,85.0,0.1038961038961039,0.09411764705882353,2
HIB,11,4.0,48.0,52.0,0.08333333333333333,0.07692307692307693,2
HLN,11,17.0,68.0,85.0,0.25,0.2,4
HNL,11,232.0,1026.0,1258.0,0.22612085769980506,0.18441971383147854,3
HOB,11,9.0,46.0,55.0,0.1956521739130435,0.16363636363636364,3
HOU,11,410.0,1406.0,1816.0,0.29160739687055476,0.22577092511013216,5
HPN,11,140.0,446.0,586.0,0.31390134529147984,0.23890784982935154,5
HRL,11,60.0,187.0,247.0,0.32085561497326204,0.242914979757085,5
HSV,11,133.0,629.0,762.0,0.21144674085850557,0.17454068241469817,3
HTS,11,2.0,25.0,27.0,0.08,0.07407407407407407,2
HVN,11,17.0,59.0,76.0,0.288135593220339,0.2236842105263158,5
HYS,11,9.0,44.0,53.0,0.20454545454545456,0.16981132075471697,3
IAD,11,612.0,2692.0,3304.0,0.22734026745913818,0.18523002421307505,3
IAH,11,1185.0,4495.0,5680.0,0.26362625139043383,0.20862676056338028,4
ICT,11,142.0,616.0,758.0,0.2305194805194805,0.18733509234828497,4
IDA,11,8.0,38.0,46.0,0.21052631578947367,0.17391304347826086,3
ILM,11,79.0,428.0,507.0,0.18457943925233644,0.15581854043392504,2
IMT,11,5.0,52.0,57.0,0.09615384615384616,0.08771929824561403,2
IND,11,675.0,2618.0,3293.0,0.2578304048892284,0.20498026116003645,4
INL,11,7.0,43.0,50.0,0.16279069767441862,0.14,2
ISN,11,12.0,70.0,82.0,0.17142857142857143,0.14634146341463414,2
ISP,11,21.0,99.0,120.0,0.21212121212121213,0.175,3
ITH,11,19.0,60.0,79.0,0.31666666666666665,0.24050632911392406,5
ITO,11,5.0,19.0,24.0,0.2631578947368421,0.20833333333333334,4
JAC,11,14.0,77.0,91.0,0.18181818181818182,0.15384615384615385,2
JAN,11,144.0,505.0,649.0,0.2851485148514851,0.2218798151001541,5
JAX,11,471.0,1587.0,2058.0,0.29678638941398866,0.22886297376093295,5
JFK,11,1084.0,4044.0,5128.0,0.26805143422354105,0.21138845553822153,4
JLN,11,7.0,50.0,57.0,0.14,0.12280701754385964,2
JMS,11,8.0,41.0,49.0,0.1951219512195122,0.16326530612244897,3
JNU,11,8.0,43.0,51.0,0.18604651162790697,0.1568627450980392,2
KOA,11,59.0,312.0,371.0,0.1891025641025641,0.15902964959568733,3
KTN,11,14.0,72.0,86.0,0.19444444444444445,0.16279069767441862,3
LAN,11,52.0,219.0,271.0,0.2374429223744292,0.1918819188191882,4
LAR,11,4.0,47.0,51.0,0.0851063829787234,0.0784313725490196,2
LAS,11,1054.0,5645.0,6699.0,0.18671390611160318,0.1573369159576056,2
LAW,11,13.0,94.0,107.0,0.13829787234042554,0.12149532710280374,2
LAX,11,1602.0,8434.0,10036.0,0.18994545885700734,0.15962534874451972,3
LBB,11,66.0,305.0,371.0,0.21639344262295082,0.1778975741239892,3
LBE,11,6.0,24.0,30.0,0.25,0.2,4
LBF,11,3.0,47.0,50.0,0.06382978723404255,0.06,2
LBL,11,1.0,24.0,25.0,0.041666666666666664,0.04,1
LCH,11,32.0,131.0,163.0,0.24427480916030533,0.19631901840490798,4
LEX,11,124.0,589.0,713.0,0.21052631578947367,0.17391304347826086,3
LFT,11,73.0,319.0,392.0,0.22884012539184953,0.18622448979591838,3
LGA,11,1740.0,4579.0,6319.0,0.37999563223411226,0.2753600253204621,5
LGB,11,86.0,375.0,461.0,0.22933333333333333,0.18655097613882862,3
LIH,11,52.0,293.0,345.0,0.17747440273037543,0.15072463768115943,2
LIT,11,181.0,740.0,921.0,0.2445945945945946,0.1965255157437568,4
LNK,11,46.0,176.0,222.0,0.26136363636363635,0.2072072072072072,4
LRD,11,51.0,155.0,206.0,0.32903225806451614,0.24757281553398058,5
LSE,11,30.0,131.0,161.0,0.22900763358778625,0.18633540372670807,3
LWB,11,10.0,42.0,52.0,0.23809523809523808,0.19230769230769232,4
LYH,11,17.0,42.0,59.0,0.40476190476190477,0.288135593220339,5
MAF,11,124.0,381.0,505.0,0.32545931758530183,0.24554455445544554,5
MBS,11,54.0,178.0,232.0,0.30337078651685395,0.23275862068965517,5
MCI,11,612.0,2731.0,3343.0,0.22409373855730502,0.18306909961112772,3
MCO,11,1368.0,4900.0,6268.0,0.27918367346938777,0.21825143586470963,5
MDT,11,74.0,381.0,455.0,0.1942257217847769,0.16263736263736264,3
MDW,11,576.0,2629.0,3205.0,0.2190947128185622,0.1797191887675507,3
MEI,11,13.0,15.0,28.0,0.8666666666666667,0.4642857142857143,5
MEM,11,381.0,1325.0,1706.0,0.2875471698113208,0.22332942555685814,5
MFE,11,81.0,301.0,382.0,0.2691029900332226,0.21204188481675393,4
MFR,11,79.0,282.0,361.0,0.2801418439716312,0.2188365650969529,5
MGM,11,67.0,225.0,292.0,0.29777777777777775,0.22945205479452055,5
MHK,11,21.0,133.0,154.0,0.15789473684210525,0.13636363636363635,2
MHT,11,66.0,416.0,482.0,0.15865384615384615,0.13692946058091288,2
MIA,11,914.0,3456.0,4370.0,0.2644675925925926,0.2091533180778032,4
MKE,11,337.0,1593.0,1930.0,0.21155053358443188,0.17461139896373057,3
MKG,11,9.0,48.0,57.0,0.1875,0.15789473684210525,2
MLB,11,40.0,155.0,195.0,0.25806451612903225,0.20512820512820512,4
MLI,11,63.0,261.0,324.0,0.2413793103448276,0.19444444444444445,4
MLU,11,50.0,205.0,255.0,0.24390243902439024,0.19607843137254902,4
MOB,11,113.0,399.0,512.0,0.2832080200501253,0.220703125,5
MOT,11,37.0,154.0,191.0,0.24025974025974026,0.193717277486911,4
MQT,11,20.0,73.0,93.0,0.273972602739726,0.21505376344086022,4
MRY,11,57.0,276.0,333.0,0.20652173913043478,0.17117117117117117,3
MSN,11,174.0,867.0,1041.0,0.20069204152249134,0.16714697406340057,3
MSO,11,17.0,148.0,165.0,0.11486486486486487,0.10303030303030303,2
MSP,11,811.0,4762.0,5573.0,0.17030659386812264,0.1455230575991387,2
MSY,11,786.0,2537.0,3323.0,0.30981474182104846,0.23653325308456213,5
MTJ,11,4.0,27.0,31.0,0.14814814814814814,0.12903225806451613,2
MYR,11,73.0,481.0,554.0,0.15176715176715178,0.13176895306859207,2
OAJ,11,41.0,177.0,218.0,0.23163841807909605,0.18807339449541285,4
OAK,11,349.0,1843.0,2192.0,0.1893651654910472,0.15921532846715328,3
OGD,11,1.0,9.0,10.0,0.1111111111111111,0.1,2
OGG,11,110.0,539.0,649.0,0.20408163265306123,0.1694915254237288,3
OKC,11,363.0,1308.0,1671.0,0.2775229357798165,0.21723518850987433,5
OMA,11,316.0,1530.0,1846.0,0.2065359477124183,0.17118093174431204,3
ONT,11,206.0,822.0,1028.0,0.25060827250608275,0.20038910505836577,4
ORD,11,2094.0,8080.0,10174.0,0.25915841584158417,0.20581875368586594,4
ORF,11,316.0,1307.0,1623.0,0.24177505738332059,0.1947011706715958,4
ORH,11,15.0,44.0,59.0,0.3409090909090909,0.2542372881355932,5
OTH,11,12.0,16.0,28.0,0.75,0.42857142857142855,5
PAH,11,13.0,42.0,55.0,0.30952380952380953,0.23636363636363636,5
PBG,11,10.0,42.0,52.0,0.23809523809523808,0.19230769230769232,4
PBI,11,433.0,1141.0,1574.0,0.37949167397020156,0.27509529860228715,5
PDX,11,465.0,2605.0,3070.0,0.1785028790786948,0.15146579804560262,2
PGV,11,4.0,9.0,13.0,0.4444444444444444,0.3076923076923077,5
PHF,11,17.0,101.0,118.0,0.16831683168316833,0.1440677966101695,2
PHL,11,936.0,3691.0,4627.0,0.25358981305879164,0.20229090123189972,4
PHX,11,1051.0,5169.0,6220.0,0.2033275295028052,0.16897106109324758,3
PIA,11,92.0,345.0,437.0,0.26666666666666666,0.21052631578947367,4
PIB,11,11.0,16.0,27.0,0.6875,0.4074074074074074,5
PIE,11,,4.0,,,,5
PIT,11,618.0,2774.0,3392.0,0.22278298485940878,0.1821933962264151,3
PLN,11,3.0,44.0,47.0,0.06818181818181818,0.06382978723404255,2
PNS,11,137.0,613.0,750.0,0.2234910277324633,0.18266666666666667,3
PRC,11,9.0,45.0,54.0,0.2,0.16666666666666666,3
PSC,11,24.0,90.0,114.0,0.26666666666666666,0.21052631578947367,4
PSE,11,21.0,38.0,59.0,0.5526315789473685,0.3559322033898305,5
PSP,11,138.0,718.0,856.0,0.19220055710306408,0.16121495327102803,3
PUB,11,5.0,47.0,52.0,0.10638297872340426,0.09615384615384616,2
PVD,11,229.0,995.0,1224.0,0.23015075376884422,0.18709150326797386,4
PVU,11,8.0,36.0,44.0,0.2222222222222222,0.18181818181818182,3
PWM,11,190.0,681.0,871.0,0.2790014684287812,0.21814006888633755,5
RAP,11,57.0,194.0,251.0,0.29381443298969073,0.22709163346613545,5
RDD,11,34.0,78.0,112.0,0.4358974358974359,0.30357142857142855,5
RDM,11,47.0,219.0,266.0,0.2146118721461187,0.17669172932330826,3
RDU,11,798.0,3147.0,3945.0,0.25357483317445184,0.20228136882129277,4
RFD,11,1.0,18.0,19.0,0.05555555555555555,0.05263157894736842,2
RHI,11,8.0,47.0,55.0,0.1702127659574468,0.14545454545454545,2
RIC,11,411.0,1312.0,1723.0,0.3132621951219512,0.23853743470690655,5
RKS,11,9.0,51.0,60.0,0.17647058823529413,0.15,2
RNO,11,215.0,935.0,1150.0,0.22994652406417113,0.18695652173913044,3
ROA,11,38.0,120.0,158.0,0.31666666666666665,0.24050632911392406,5
ROC,11,274.0,881.0,1155.0,0.31101021566401815,0.23722943722943723,5
ROW,11,11.0,99.0,110.0,0.1111111111111111,0.1,2
RST,11,52.0,211.0,263.0,0.24644549763033174,0.19771863117870722,4
RSW,11,412.0,1471.0,1883.0,0.28008157715839566,0.21879978757302176,5
SAF,11,12.0,95.0,107.0,0.12631578947368421,0.11214953271028037,2
SAN,11,716.0,3633.0,4349.0,0.1970823011285439,0.16463554840193148,3
SAT,11,517.0,1921.0,2438.0,0.26913066111400313,0.21205906480721903,4
SAV,11,270.0,1005.0,1275.0,0.26865671641791045,0.21176470588235294,4
SBA,11,109.0,462.0,571.0,0.23593073593073594,0.19089316987740806,4
SBN,11,121.0,433.0,554.0,0.279445727482679,0.2184115523465704,5
SBP,11,89.0,322.0,411.0,0.27639751552795033,0.21654501216545013,5
SCE,11,27.0,84.0,111.0,0.32142857142857145,0.24324324324324326,5
SCK,11,11.0,54.0,65.0,0.2037037037037037,0.16923076923076924,3
SDF,11,366.0,1409.0,1775.0,0.25975869410929736,0.20619718309859156,4
SEA,11,1341.0,4405.0,5746.0,0.3044267877412032,0.23337974242951617,5
SFO,11,2414.0,5853.0,8267.0,0.41243806594908594,0.2920043546631184,5
SGF,11,112.0,513.0,625.0,0.21832358674463936,0.1792,3
SGU,11,31.0,164.0,195.0,0.18902439024390244,0.15897435897435896,3
SHD,11,12.0,42.0,54.0,0.2857142857142857,0.2222222222222222,5
SHV,11,107.0,436.0,543.0,0.24541284403669725,0.19705340699815838,4
SJC,11,405.0,2154.0,2559.0,0.18802228412256267,0.15826494724501758,3
SJT,11,11.0,102.0,113.0,0.10784313725490197,0.09734513274336283,2
SJU,11,253.0,880.0,1133.0,0.2875,0.22330097087378642,5
SLC,11,648.0,3634.0,4282.0,0.17831590533847,0.15133115366651098,2
SLN,11,4.0,21.0,25.0,0.19047619047619047,0.16,3
SMF,11,410.0,2233.0,2643.0,0.18360949395432155,0.1551267499054105,2
SMX,11,1.0,16.0,17.0,0.0625,0.058823529411764705,2
SNA,11,329.0,1916.0,2245.0,0.17171189979123172,0.1465478841870824,2
SPI,11,24.0,110.0,134.0,0.21818181818181817,0.1791044776119403,3
SPS,11,6.0,78.0,84.0,0.07692307692307693,0.07142857142857142,2
SRQ,11,94.0,401.0,495.0,0.2344139650872818,0.1898989898989899,4
STC,11,,8.0,,,,5
STL,11,697.0,2857.0,3554.0,0.2439621981099055,0.19611705120990433,4
STS,11,14.0,57.0,71.0,0.24561403508771928,0.19718309859154928,4
STT,11,15.0,82.0,97.0,0.18292682926829268,0.15463917525773196,2
SUX,11,16.0,93.0,109.0,0.17204301075268819,0.14678899082568808,2
SWF,11,16.0,71.0,87.0,0.22535211267605634,0.1839080459770115,3
SWO,11,5.0,69.0,74.0,0.07246376811594203,0.06756756756756757,2
SYR,11,231.0,814.0,1045.0,0.28378378378378377,0.22105263157894736,5
TLH,11,75.0,333.0,408.0,0.22522522522522523,0.18382352941176472,3
TOL,11,19.0,117.0,136.0,0.1623931623931624,0.13970588235294118,2
TPA,11,851.0,2921.0,3772.0,0.29133858267716534,0.22560975609756098,5
TRI,11,28.0,135.0,163.0,0.2074074074074074,0.17177914110429449,3
TTN,11,28.0,73.0,101.0,0.3835616438356164,0.27722772277227725,5
TUL,11,222.0,907.0,1129.0,0.24476295479603086,0.1966341895482728,4
TUS,11,223.0,1176.0,1399.0,0.18962585034013604,0.15939957112223016,3
TVC,11,48.0,203.0,251.0,0.23645320197044334,0.19123505976095617,4
TXK,11,14.0,90.0,104.0,0.15555555555555556,0.1346153846153846,2
TYR,11,22.0,101.0,123.0,0.21782178217821782,0.17886178861788618,3
TYS,11,264.0,961.0,1225.0,0.27471383975026015,0.21551020408163266,5
UIN,11,11.0,36.0,47.0,0.3055555555555556,0.23404255319148937,5
VEL,11,5.0,43.0,48.0,0.11627906976744186,0.10416666666666667,2
VLD,11,7.0,80.0,87.0,0.0875,0.08045977011494253,2
VPS,11,94.0,395.0,489.0,0.2379746835443038,0.19222903885480572,4
XNA,11,212.0,811.0,1023.0,0.26140567200986436,0.2072336265884653,4
YUM,11,6.0,102.0,108.0,0.058823529411764705,0.05555555555555555,2
ABE,12,49.0,253.0,302.0,0.19367588932806323,0.16225165562913907,3
ABI,12,28.0,143.0,171.0,0.1958041958041958,0.16374269005847952,3
ABQ,12,326.0,1174.0,1500.0,0.2776831345826235,0.21733333333333332,5
ABR,12,8.0,47.0,55.0,0.1702127659574468,0.14545454545454545,2
ABY,12,13.0,67.0,80.0,0.19402985074626866,0.1625,3
ACT,12,19.0,104.0,123.0,0.18269230769230768,0.15447154471544716,3
ACV,12,29.0,117.0,146.0,0.24786324786324787,0.19863013698630136,4
ACY,12,7.0,55.0,62.0,0.12727272727272726,0.11290322580645161,2
AEX,12,48.0,215.0,263.0,0.22325581395348837,0.18250950570342206,4
AGS,12,57.0,265.0,322.0,0.21509433962264152,0.17701863354037267,3
ALB,12,146.0,549.0,695.0,0.2659380692167577,0.21007194244604316,4
ALO,12,14.0,45.0,59.0,0.3111111111111111,0.23728813559322035,5
AMA,12,75.0,243.0,318.0,0.30864197530864196,0.2358490566037736,5
ANC,12,69.0,547.0,616.0,0.12614259597806216,0.11201298701298701,2
APN,12,1.0,30.0,31.0,0.03333333333333333,0.03225806451612903,2
ART,12,6.0,19.0,25.0,0.3157894736842105,0.24,5
ASE,12,233.0,353.0,586.0,0.660056657223796,0.39761092150170646,5
ATL,12,1584.0,8763.0,10347.0,0.18076001369394043,0.15308785155117424,3
ATW,12,52.0,267.0,319.0,0.1947565543071161,0.16300940438871472,3
AUS,12,651.0,3037.0,3688.0,0.2143562726374712,0.1765184381778742,3
AVL,12,90.0,404.0,494.0,0.22277227722772278,0.18218623481781376,4
AVP,12,30.0,193.0,223.0,0.15544041450777202,0.13452914798206278,2
AZA,12,2.0,11.0,13.0,0.18181818181818182,0.15384615384615385,3
AZO,12,35.0,149.0,184.0,0.2348993288590604,0.19021739130434784,4
BDL,12,251.0,1428.0,1679.0,0.17577030812324929,0.14949374627754616,2
BFF,12,3.0,46.0,49.0,0.06521739130434782,0.061224489795918366,2
BFL,12,34.0,150.0,184.0,0.22666666666666666,0.18478260869565216,4
BGM,12,6.0,57.0,63.0,0.10526315789473684,0.09523809523809523,2
BGR,12,35.0,120.0,155.0,0.2916666666666667,0.22580645161290322,5
BHM,12,268.0,993.0,1261.0,0.26988922457200404,0.21252973830293417,4
BIL,12,21.0,198.0,219.0,0.10606060606060606,0.0958904109589041,2
BIS,12,37.0,235.0,272.0,0.1574468085106383,0.13602941176470587,2
BJI,12,11.0,48.0,59.0,0.22916666666666666,0.1864406779661017,4
BLI,12,28.0,92.0,120.0,0.30434782608695654,0.23333333333333334,5
BLV,12,2.0,16.0,18.0,0.125,0.1111111111111111,2
BMI,12,44.0,185.0,229.0,0.23783783783783785,0.19213973799126638,4
BNA,12,816.0,3585.0,4401.0,0.22761506276150628,0.18541240627130198,4
BOI,12,183.0,935.0,1118.0,0.19572192513368983,0.16368515205724507,3
BOS,12,1373.0,5897.0,7270.0,0.23283025267084959,0.1888583218707015,4
BPT,12,8.0,68.0,76.0,0.11764705882352941,0.10526315789473684,2
BQK,12,15.0,71.0,86.0,0.2112676056338028,0.1744186046511628,3
BQN,12,47.0,94.0,141.0,0.5,0.3333333333333333,5
BRD,12,5.0,44.0,49.0,0.11363636363636363,0.10204081632653061,2
BRO,12,40.0,157.0,197.0,0.25477707006369427,0.20304568527918782,4
BTR,12,125.0,436.0,561.0,0.286697247706422,0.22281639928698752,5
BTV,12,129.0,594.0,723.0,0.21717171717171718,0.17842323651452283,3
BUF,12,307.0,1456.0,1763.0,0.21085164835164835,0.17413499716392514,3
BUR,12,257.0,884.0,1141.0,0.2907239819004525,0.2252410166520596,5
BWI,12,665.0,3187.0,3852.0,0.20866018198933167,0.17263759086188993,3
BZN,12,83.0,359.0,442.0,0.23119777158774374,0.18778280542986425,4
CAE,12,99.0,488.0,587.0,0.2028688524590164,0.1686541737649063,3
CAK,12,139.0,385.0,524.0,0.36103896103896105,0.2652671755725191,5
CGI,12,4.0,22.0,26.0,0.18181818181818182,0.15384615384615385,3
CHA,12,132.0,517.0,649.0,0.2553191489361702,0.2033898305084746,4
CHO,12,76.0,321.0,397.0,0.2367601246105919,0.19143576826196473,4
CHS,12,271.0,1307.0,1578.0,0.20734506503442998,0.17173637515842838,3
CID,12,128.0,546.0,674.0,0.23443223443223443,0.18991097922848665,4
CIU,12,5.0,49.0,54.0,0.10204081632653061,0.09259259259259259,2
CKB,12,15.0,42.0,57.0,0.35714285714285715,0.2631578947368421,5
CLE,12,536.0,2693.0,3229.0,0.19903453397697735,0.16599566429235058,3
CLL,12,28.0,157.0,185.0,0.17834394904458598,0.15135135135135136,3
CLT,12,902.0,4728.0,5630.0,0.19077834179357023,0.1602131438721137,3
CMH,12,487.0,2616.0,3103.0,0.18616207951070338,0.15694489203996131,3
CMI,12,49.0,139.0,188.0,0.35251798561151076,0.26063829787234044,5
CMX,12,18.0,36.0,54.0,0.5,0.3333333333333333,5
CNY,12,9.0,42.0,51.0,0.21428571428571427,0.17647058823529413,3
COD,12,11.0,44.0,55.0,0.25,0.2,4
COS,12,169.0,548.0,717.0,0.3083941605839416,0.23570432357043236,5
COU,12,33.0,120.0,153.0,0.275,0.21568627450980393,5
CPR,12,5.0,22.0,27.0,0.22727272727272727,0.18518518518518517,4
CRP,12,103.0,322.0,425.0,0.3198757763975155,0.24235294117647058,5
CRW,12,72.0,280.0,352.0,0.2571428571428571,0.20454545454545456,4
CSG,12,17.0,59.0,76.0,0.288135593220339,0.2236842105263158,5
CVG,12,497.0,2526.0,3023.0,0.1967537608867775,0.1644062189877605,3
CWA,12,34.0,152.0,186.0,0.2236842105263158,0.1827956989247312,4
CYS,12,3.0,28.0,31.0,0.10714285714285714,0.0967741935483871,2
DAB,12,33.0,224.0,257.0,0.14732142857142858,0.12840466926070038,2
DAL,12,547.0,2052.0,2599.0,0.2665692007797271,0.21046556367833782,4
DAY,12,163.0,945.0,1108.0,0.1724867724867725,0.14711191335740073,2
DBQ,12,24.0,62.0,86.0,0.3870967741935484,0.27906976744186046,5
DCA,12,819.0,4222.0,5041.0,0.19398389388915205,0.1624677643324737,3
DEN,12,1150.0,6845.0,7995.0,0.16800584368151936,0.1438398999374609,2
DFW,12,1472.0,6024.0,7496.0,0.24435590969455512,0.19637139807897544,4
DHN,12,20.0,94.0,114.0,0.2127659574468085,0.17543859649122806,3
DLH,12,25.0,179.0,204.0,0.13966480446927373,0.12254901960784313,2
DRO,12,60.0,179.0,239.0,0.33519553072625696,0.2510460251046025,5
DRT,12,6.0,54.0,60.0,0.1111111111111111,0.1,2
DSM,12,198.0,1046.0,1244.0,0.18929254302103252,0.15916398713826366,3
DTW,12,723.0,4862.0,5585.0,0.14870423693953105,0.12945389435989257,2
EAR,12,4.0,44.0,48.0,0.09090909090909091,0.08333333333333333,2
EAU,12,18.0,42.0,60.0,0.42857142857142855,0.3,5
ECP,12,91.0,277.0,368.0,0.3285198555956679,0.24728260869565216,5
EGE,12,90.0,175.0,265.0,0.5142857142857142,0.33962264150943394,5
ELM,12,1.0,33.0,34.0,0.030303030303030304,0.029411764705882353,2
ELP,12,264.0,914.0,1178.0,0.2888402625820569,0.22410865874363328,5
ERI,12,8.0,70.0,78.0,0.11428571428571428,0.10256410256410256,2
ESC,12,5.0,45.0,50.0,0.1111111111111111,0.1,2
EUG,12,64.0,238.0,302.0,0.2689075630252101,0.2119205298013245,4
EVV,12,62.0,290.0,352.0,0.21379310344827587,0.17613636363636365,3
EWN,12,36.0,108.0,144.0,0.3333333333333333,0.25,5
EWR,12,1693.0,4113.0,5806.0,0.4116216873328471,0.29159490182569753,5
EYW,12,68.0,269.0,337.0,0.2527881040892193,0.20178041543026706,4
