"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72278023183","2018-01-01","33.4277","-112.0038","337.4","PHOENIX AIRPORT, AZ US","  56.2","24","  22.9","24","1019.1","24","979.7","24","  9.9","24","  2.6","24","  6.0","999.9","  73.0"," ","  43.0"," "," 0.00","G","999.9","000000"
"72278023183","2018-01-02","33.4277","-112.0038","337.4","PHOENIX AIRPORT, AZ US","  59.6","24","  21.7","24","1018.9","24","979.6","24"," 10.0","24","  3.5","24","  6.0","999.9","  75.0"," ","  43.0"," "," 0.00","G","999.9","000000"
"72278023183","2018-01-03","33.4277","-112.0038","337.4","PHOENIX AIRPORT, AZ US","  61.3","24","  19.7","24","1018.2","24","979.0","24"," 10.0","24","  4.5","24"," 14.0","999.9","  75.9"," ","  46.9"," "," 0.00","G","999.9","000000"
"72278023183","2018-01-04","33.4277","-112.0038","337.4","PHOENIX AIRPORT, AZ US","  66.3","24","  19.9","24","1017.1","24","978.2","24"," 10.0","24","  3.5","24","  8.0","999.9","  79.0"," ","  46.9"," "," 0.00","G","999.9","000000"
"72278023183","2018-01-05","33.4277","-112.0038","337.4","PHOENIX AIRPORT, AZ US","  63.0","24","  32.2","24","1019.5","24","980.4","24"," 10.0","24","  3.7","24","  7.0","999.9","  79.0"," ","  50.0"," "," 0.00","G","999.9","000000"
"72278023183","2018-01-06","33.4277","-112.0038","337.4","PHOENIX AIRPORT, AZ US","  62.3","24","  31.6","24","1019.0","24","979.8","24"," 10.0","24","  3.4","24","  7.0","999.9","  77.0"," ","  50.0"," "," 0.00","G","999.9","000000"
"72278023183","2018-01-07","33.4277","-112.0038","337.4","PHOENIX AIRPORT, AZ US","  64.7","24","  34.0","24","1015.6","24","976.7","24"," 10.0","24","  3.3","24","  8.9","999.9","  75.0"," ","  51.1"," "," 0.00","G","999.9","000000"
"72278023183","2018-01-08","33.4277","-112.0038","337.4","PHOENIX AIRPORT, AZ US","  63.3","24","  35.4","24","1015.9","24","976.9","24"," 10.0","24","  3.7","24","  7.0","999.9","  75.0"," ","  53.1"," "," 0.00","G","999.9","000000"
"72278023183","2018-01-09","33.4277","-112.0038","337.4","PHOENIX AIRPORT, AZ US","  66.4","24","  37.4","24","1010.9","24","972.2","24"," 10.0","24","  5.5","24"," 15.0"," 22.0","  80.1"," ","  54.0"," "," 0.00","G","999.9","000000"
"72278023183","2018-01-10","33.4277","-112.0038","337.4","PHOENIX AIRPORT, AZ US","  59.4","24","  49.8","24","1010.5","23","971.4","24","  9.6","24","  8.7","24"," 24.1"," 34.0","  80.1"," ","  52.0"," "," 0.21","G","999.9","010010"
